"","Hour","am_pm","Date","KWH","usage","weekday"
"4545",2,"PM",2014-12-14,0.933,"kwh","Sunday"
"4546",8,"PM",2014-01-20,3.648,"kwh","Monday"
"4547",3,"PM",2014-06-01,1.782,"kwh","Sunday"
"4548",6,"PM",2014-11-03,0.687,"kwh","Monday"
"4549",11,"PM",2014-09-22,0.417,"kwh","Monday"
"4550",5,"PM",2014-08-24,1.112,"kwh","Sunday"
"4551",9,"AM",2014-06-17,0.61,"kwh","Tuesday"
"4552",10,"AM",2014-06-10,0.698,"kwh","Tuesday"
"4553",9,"AM",2014-09-18,0.179,"kwh","Thursday"
"4554",3,"PM",2014-09-14,0.643,"kwh","Sunday"
"4555",8,"PM",2014-06-23,2.592,"kwh","Monday"
"4556",4,"PM",2014-04-14,0.116,"kwh","Monday"
"4557",8,"PM",2014-11-04,0.814,"kwh","Tuesday"
"4558",12,"AM",2014-02-25,0.356,"kwh","Tuesday"
"4559",4,"PM",2014-12-26,0.422,"kwh","Friday"
"4560",10,"AM",2014-07-17,0.883,"kwh","Thursday"
"4561",3,"AM",2014-05-26,0.19,"kwh","Monday"
"4562",3,"AM",2014-05-22,0.146,"kwh","Thursday"
"4563",4,"PM",2014-08-20,0.442,"kwh","Wednesday"
"4564",2,"AM",2014-07-08,0.528,"kwh","Tuesday"
"4565",11,"AM",2014-08-12,0.714,"kwh","Tuesday"
"4566",8,"PM",2014-09-01,1.21,"kwh","Monday"
"4567",2,"AM",2014-11-07,0.074,"kwh","Friday"
"4568",1,"AM",2014-06-04,0.313,"kwh","Wednesday"
"4569",6,"AM",2014-10-17,0.727,"kwh","Friday"
"4570",6,"PM",2014-11-23,0.948,"kwh","Sunday"
"4571",2,"AM",2014-05-07,0.134,"kwh","Wednesday"
"4572",2,"PM",2014-04-28,0.114,"kwh","Monday"
"4573",12,"AM",2014-04-19,0.204,"kwh","Saturday"
"4574",9,"AM",2014-07-17,0.684,"kwh","Thursday"
"4575",10,"AM",2014-07-10,0.797,"kwh","Thursday"
"4576",8,"AM",2014-08-24,1.794,"kwh","Sunday"
"4577",7,"PM",2014-05-09,1.685,"kwh","Friday"
"4578",10,"PM",2014-10-10,0.349,"kwh","Friday"
"4579",12,"AM",2014-11-25,0.162,"kwh","Tuesday"
"4580",5,"AM",2014-09-21,0.185,"kwh","Sunday"
"4581",8,"PM",2014-12-06,2.218,"kwh","Saturday"
"4582",9,"AM",2014-10-14,0.207,"kwh","Tuesday"
"4583",1,"PM",2014-12-30,0.392,"kwh","Tuesday"
"4584",10,"PM",2014-11-09,0.25,"kwh","Sunday"
"4585",5,"AM",2014-05-31,0.216,"kwh","Saturday"
"4586",11,"AM",2014-09-24,0.28,"kwh","Wednesday"
"4587",3,"PM",2014-10-02,0.245,"kwh","Thursday"
"4588",2,"PM",2014-09-09,0.291,"kwh","Tuesday"
"4589",2,"PM",2014-12-15,0.409,"kwh","Monday"
"4590",6,"PM",2014-10-31,0.966,"kwh","Friday"
"4591",9,"PM",2014-02-16,0.742,"kwh","Sunday"
"4592",11,"AM",2014-01-01,0.83,"kwh","Wednesday"
"4593",11,"AM",2014-05-27,0.384,"kwh","Tuesday"
"4594",4,"AM",2014-01-20,0.468,"kwh","Monday"
"4595",8,"AM",2014-07-27,2.87,"kwh","Sunday"
"4596",4,"AM",2014-09-10,0.157,"kwh","Wednesday"
"4597",4,"AM",2014-06-23,0.328,"kwh","Monday"
"4598",6,"AM",2014-08-07,1.339,"kwh","Thursday"
"4599",7,"AM",2014-09-05,0.636,"kwh","Friday"
"4600",3,"PM",2014-03-08,0.821,"kwh","Saturday"
"4601",11,"PM",2014-11-19,0.191,"kwh","Wednesday"
"4602",1,"PM",2014-12-29,0.497,"kwh","Monday"
"4603",1,"AM",2014-03-08,0.245,"kwh","Saturday"
"4604",2,"PM",2014-02-14,0.571,"kwh","Friday"
"4605",8,"AM",2014-11-10,0.144,"kwh","Monday"
"4606",2,"PM",2014-03-29,0.525,"kwh","Saturday"
"4607",10,"AM",2014-02-16,0.662,"kwh","Sunday"
"4608",5,"PM",2014-04-17,0.468,"kwh","Thursday"
"4609",3,"PM",2014-09-08,0.23,"kwh","Monday"
"4610",12,"AM",2014-06-11,0.513,"kwh","Wednesday"
"4611",1,"AM",2014-04-30,0.068,"kwh","Wednesday"
"4612",4,"PM",2014-12-23,0.361,"kwh","Tuesday"
"4613",8,"PM",2014-10-09,1.142,"kwh","Thursday"
"4614",3,"AM",2014-12-11,0.229,"kwh","Thursday"
"4615",8,"AM",2014-12-12,0.431,"kwh","Friday"
"4616",3,"PM",2014-07-21,0.816,"kwh","Monday"
"4617",12,"AM",2014-03-18,0.233,"kwh","Tuesday"
"4618",1,"AM",2014-05-16,0.17,"kwh","Friday"
"4619",12,"PM",2014-03-13,0.48,"kwh","Thursday"
"4620",10,"AM",2014-07-25,1.085,"kwh","Friday"
"4621",8,"AM",2014-06-07,2.644,"kwh","Saturday"
"4622",7,"PM",2014-05-24,1.714,"kwh","Saturday"
"4623",11,"PM",2014-06-19,0.882,"kwh","Thursday"
"4624",1,"PM",2014-04-05,0.193,"kwh","Saturday"
"4625",3,"PM",2014-09-01,0.255,"kwh","Monday"
"4626",5,"PM",2014-02-14,1.404,"kwh","Friday"
"4627",10,"AM",2014-05-01,0.256,"kwh","Thursday"
"4628",6,"AM",2014-03-17,0.864,"kwh","Monday"
"4629",6,"AM",2014-09-04,0.823,"kwh","Thursday"
"4630",12,"PM",2014-10-17,0.333,"kwh","Friday"
"4631",6,"PM",2014-04-04,0.454,"kwh","Friday"
"4632",9,"AM",2014-10-23,0.162,"kwh","Thursday"
"4633",6,"AM",2014-10-12,0.432,"kwh","Sunday"
"4634",5,"AM",2014-11-12,0.589,"kwh","Wednesday"
"4635",2,"AM",2014-05-12,0.13,"kwh","Monday"
"4636",3,"PM",2014-04-26,0.286,"kwh","Saturday"
"4637",3,"AM",2014-08-12,0.226,"kwh","Tuesday"
"4638",6,"PM",2014-03-25,1.109,"kwh","Tuesday"
"4639",11,"PM",2014-07-15,0.96,"kwh","Tuesday"
"4640",2,"PM",2014-05-22,0.349,"kwh","Thursday"
"4641",4,"AM",2014-01-13,0.34,"kwh","Monday"
"4642",9,"AM",2014-04-01,0.078,"kwh","Tuesday"
"4643",7,"AM",2014-01-26,1.968,"kwh","Sunday"
"4644",10,"AM",2014-09-13,0.399,"kwh","Saturday"
"4645",2,"PM",2014-02-16,1.037,"kwh","Sunday"
"4646",5,"AM",2014-07-31,2.35,"kwh","Thursday"
"4647",6,"PM",2014-10-06,0.697,"kwh","Monday"
"4648",5,"PM",2014-11-16,0.409,"kwh","Sunday"
"4649",3,"AM",2014-04-01,0.064,"kwh","Tuesday"
"4650",8,"AM",2014-05-17,1.144,"kwh","Saturday"
"4651",2,"PM",2014-04-03,0.14,"kwh","Thursday"
"4652",7,"PM",2014-10-21,1.015,"kwh","Tuesday"
"4653",5,"PM",2014-11-12,0.673,"kwh","Wednesday"
"4654",6,"AM",2014-07-28,2.765,"kwh","Monday"
"4655",7,"AM",2014-06-15,2.117,"kwh","Sunday"
"4656",8,"PM",2014-10-13,0.874,"kwh","Monday"
"4657",12,"AM",2014-02-01,0.922,"kwh","Saturday"
"4658",11,"PM",2014-10-25,0.588,"kwh","Saturday"
"4659",12,"PM",2014-08-13,0.546,"kwh","Wednesday"
"4660",10,"PM",2014-12-13,0.444,"kwh","Saturday"
"4661",6,"PM",2014-11-21,0.674,"kwh","Friday"
"4662",1,"PM",2014-08-07,0.499,"kwh","Thursday"
"4663",11,"PM",2014-08-16,1.008,"kwh","Saturday"
"4664",6,"AM",2014-05-09,1.123,"kwh","Friday"
"4665",6,"PM",2014-06-27,2.47,"kwh","Friday"
"4666",8,"PM",2014-09-02,1.176,"kwh","Tuesday"
"4667",5,"PM",2014-09-07,0.605,"kwh","Sunday"
"4668",1,"AM",2014-06-05,0.414,"kwh","Thursday"
"4669",7,"AM",2014-03-18,0.742,"kwh","Tuesday"
"4670",7,"AM",2014-12-25,0.851,"kwh","Thursday"
"4671",10,"PM",2014-07-02,1.116,"kwh","Wednesday"
"4672",3,"PM",2014-11-21,0.164,"kwh","Friday"
"4673",4,"AM",2014-06-26,0.418,"kwh","Thursday"
"4674",12,"AM",2014-11-14,0.146,"kwh","Friday"
"4675",3,"AM",2014-08-06,0.214,"kwh","Wednesday"
"4676",11,"PM",2014-09-25,0.294,"kwh","Thursday"
"4677",2,"PM",2014-10-18,0.509,"kwh","Saturday"
"4678",1,"AM",2014-05-08,0.19,"kwh","Thursday"
"4679",4,"AM",2014-12-15,0.2,"kwh","Monday"
"4680",2,"PM",2014-08-05,0.432,"kwh","Tuesday"
"4681",12,"AM",2014-07-28,0.626,"kwh","Monday"
"4682",7,"PM",2014-04-23,0.454,"kwh","Wednesday"
"4683",4,"PM",2014-07-06,1.987,"kwh","Sunday"
"4684",3,"PM",2014-05-16,0.349,"kwh","Friday"
"4685",3,"PM",2014-07-06,1.814,"kwh","Sunday"
"4686",9,"PM",2014-08-20,0.67,"kwh","Wednesday"
"4687",5,"PM",2014-12-05,1.473,"kwh","Friday"
"4688",11,"PM",2014-09-02,0.343,"kwh","Tuesday"
"4689",2,"AM",2014-05-13,0.146,"kwh","Tuesday"
"4690",4,"AM",2014-07-31,0.456,"kwh","Thursday"
"4691",8,"AM",2014-11-24,0.2,"kwh","Monday"
"4692",9,"PM",2014-12-28,0.719,"kwh","Sunday"
"4693",9,"AM",2014-06-28,1.685,"kwh","Saturday"
"4694",8,"AM",2014-12-13,1.544,"kwh","Saturday"
"4695",9,"AM",2014-01-01,0.51,"kwh","Wednesday"
"4696",5,"AM",2014-04-08,0.389,"kwh","Tuesday"
"4697",4,"PM",2014-09-06,0.617,"kwh","Saturday"
"4698",3,"AM",2014-06-02,0.389,"kwh","Monday"
"4699",8,"PM",2014-04-09,0.475,"kwh","Wednesday"
"4700",3,"AM",2014-09-05,0.125,"kwh","Friday"
"4701",12,"AM",2014-09-20,0.538,"kwh","Saturday"
"4702",12,"PM",2014-03-31,0.476,"kwh","Monday"
"4703",11,"PM",2014-10-07,0.258,"kwh","Tuesday"
"4704",8,"PM",2014-10-17,0.864,"kwh","Friday"
"4705",5,"AM",2014-01-21,2.508,"kwh","Tuesday"
"4706",7,"AM",2014-07-25,1.987,"kwh","Friday"
"4707",4,"PM",2014-10-19,0.643,"kwh","Sunday"
"4708",3,"AM",2014-04-21,0.061,"kwh","Monday"
"4709",5,"AM",2014-10-28,0.64,"kwh","Tuesday"
"4710",8,"AM",2014-08-08,0.394,"kwh","Friday"
"4711",2,"PM",2014-03-23,0.768,"kwh","Sunday"
"4712",5,"AM",2014-01-28,1.98,"kwh","Tuesday"
"4713",1,"AM",2014-09-02,0.113,"kwh","Tuesday"
"4714",3,"PM",2014-06-15,1.912,"kwh","Sunday"
"4715",3,"PM",2014-03-28,0.259,"kwh","Friday"
"4716",4,"PM",2014-09-12,0.255,"kwh","Friday"
"4717",5,"PM",2014-10-26,0.486,"kwh","Sunday"
"4718",5,"AM",2014-06-19,1.98,"kwh","Thursday"
"4719",1,"PM",2014-12-27,0.601,"kwh","Saturday"
"4720",5,"AM",2014-10-08,0.693,"kwh","Wednesday"
"4721",4,"PM",2014-05-27,0.31,"kwh","Tuesday"
"4722",3,"AM",2014-06-17,0.31,"kwh","Tuesday"
"4723",1,"AM",2014-07-15,0.475,"kwh","Tuesday"
"4724",12,"PM",2014-10-25,0.378,"kwh","Saturday"
"4725",5,"PM",2014-12-01,1.401,"kwh","Monday"
"4726",4,"AM",2014-06-14,0.508,"kwh","Saturday"
"4727",10,"PM",2014-10-09,0.267,"kwh","Thursday"
"4728",1,"PM",2014-05-23,0.358,"kwh","Friday"
"4729",6,"PM",2014-10-08,0.941,"kwh","Wednesday"
"4730",6,"AM",2014-09-08,0.949,"kwh","Monday"
"4731",3,"PM",2014-06-29,1.782,"kwh","Sunday"
"4732",7,"AM",2014-12-22,1.04,"kwh","Monday"
"4733",12,"AM",2014-07-22,0.842,"kwh","Tuesday"
"4734",4,"AM",2014-07-02,0.413,"kwh","Wednesday"
"4735",7,"AM",2014-09-26,0.624,"kwh","Friday"
"4736",5,"PM",2014-10-20,0.663,"kwh","Monday"
"4737",10,"PM",2014-05-22,0.468,"kwh","Thursday"
"4738",5,"PM",2014-12-11,1.487,"kwh","Thursday"
"4739",5,"AM",2014-01-31,1.848,"kwh","Friday"
"4740",4,"AM",2014-07-19,0.828,"kwh","Saturday"
"4741",10,"AM",2014-02-17,0.475,"kwh","Monday"
"4742",6,"AM",2014-02-06,1.67,"kwh","Thursday"
"4743",7,"PM",2014-07-18,3.672,"kwh","Friday"
"4744",1,"AM",2014-06-06,0.306,"kwh","Friday"
"4745",3,"PM",2014-01-18,1.638,"kwh","Saturday"
"4746",4,"AM",2014-10-26,0.167,"kwh","Sunday"
"4747",4,"PM",2014-10-26,0.594,"kwh","Sunday"
"4748",5,"AM",2014-01-05,0.618,"kwh","Sunday"
"4749",6,"AM",2014-03-18,1.142,"kwh","Tuesday"
"4750",7,"AM",2014-07-08,2.16,"kwh","Tuesday"
"4751",12,"PM",2014-07-02,1.32,"kwh","Wednesday"
"4752",9,"AM",2014-08-19,0.295,"kwh","Tuesday"
"4753",9,"AM",2014-02-02,1.112,"kwh","Sunday"
"4754",7,"PM",2014-05-06,1.339,"kwh","Tuesday"
"4755",10,"AM",2014-06-27,0.778,"kwh","Friday"
"4756",5,"AM",2014-07-28,2.402,"kwh","Monday"
"4757",1,"AM",2014-05-07,0.144,"kwh","Wednesday"
"4758",12,"PM",2014-10-19,0.295,"kwh","Sunday"
"4759",7,"PM",2014-10-13,1.069,"kwh","Monday"
"4760",6,"AM",2014-09-10,0.941,"kwh","Wednesday"
"4761",11,"AM",2014-01-23,1.2,"kwh","Thursday"
"4762",2,"AM",2014-10-20,0.13,"kwh","Monday"
"4763",3,"PM",2014-08-28,0.566,"kwh","Thursday"
"4764",6,"PM",2014-02-26,1.344,"kwh","Wednesday"
"4765",12,"PM",2014-09-01,0.294,"kwh","Monday"
"4766",12,"AM",2014-08-10,0.768,"kwh","Sunday"
"4767",12,"PM",2014-09-30,0.322,"kwh","Tuesday"
"4768",1,"PM",2014-09-15,0.23,"kwh","Monday"
"4769",10,"AM",2014-10-30,0.281,"kwh","Thursday"
"4770",5,"AM",2014-08-24,0.349,"kwh","Sunday"
"4771",6,"PM",2014-06-14,3.143,"kwh","Saturday"
"4772",12,"AM",2014-03-06,0.257,"kwh","Thursday"
"4773",8,"PM",2014-09-11,1.333,"kwh","Thursday"
"4774",3,"AM",2014-09-04,0.12,"kwh","Thursday"
"4775",6,"AM",2014-05-21,0.826,"kwh","Wednesday"
"4776",2,"AM",2014-06-02,0.292,"kwh","Monday"
"4777",9,"AM",2014-03-06,0.242,"kwh","Thursday"
"4778",3,"PM",2014-09-16,0.333,"kwh","Tuesday"
"4779",10,"AM",2014-05-25,0.437,"kwh","Sunday"
"4780",2,"PM",2014-03-12,0.32,"kwh","Wednesday"
"4781",2,"PM",2014-04-07,0.142,"kwh","Monday"
"4782",11,"PM",2014-01-10,1.62,"kwh","Friday"
"4783",12,"PM",2014-09-22,0.35,"kwh","Monday"
"4784",2,"PM",2014-02-05,0.562,"kwh","Wednesday"
"4785",7,"PM",2014-03-05,1.714,"kwh","Wednesday"
"4786",9,"PM",2014-01-15,1.368,"kwh","Wednesday"
"4787",10,"AM",2014-09-22,0.288,"kwh","Monday"
"4788",8,"AM",2014-10-23,0.283,"kwh","Thursday"
"4789",9,"PM",2014-01-31,0.76,"kwh","Friday"
"4790",9,"AM",2014-11-21,0.112,"kwh","Friday"
"4791",2,"AM",2014-01-07,0.416,"kwh","Tuesday"
"4792",11,"AM",2014-09-05,0.378,"kwh","Friday"
"4793",1,"AM",2014-12-23,0.242,"kwh","Tuesday"
"4794",2,"PM",2014-11-17,0.184,"kwh","Monday"
"4795",12,"AM",2014-05-19,0.288,"kwh","Monday"
"4796",7,"PM",2014-10-15,1.134,"kwh","Wednesday"
"4797",11,"PM",2014-10-17,0.552,"kwh","Friday"
"4798",4,"AM",2014-10-07,0.108,"kwh","Tuesday"
"4799",10,"AM",2014-03-15,0.49,"kwh","Saturday"
"4800",1,"PM",2014-07-21,0.806,"kwh","Monday"
"4801",6,"AM",2014-04-21,0.313,"kwh","Monday"
"4802",6,"AM",2014-08-06,1.57,"kwh","Wednesday"
"4803",10,"PM",2014-08-28,0.678,"kwh","Thursday"
"4804",8,"AM",2014-06-24,0.806,"kwh","Tuesday"
"4805",12,"AM",2014-04-15,0.09,"kwh","Tuesday"
"4806",4,"AM",2014-05-24,0.235,"kwh","Saturday"
"4807",11,"AM",2014-08-15,0.672,"kwh","Friday"
"4808",2,"PM",2014-11-08,0.306,"kwh","Saturday"
"4809",6,"AM",2014-05-28,1.008,"kwh","Wednesday"
"4810",5,"AM",2014-08-26,1.214,"kwh","Tuesday"
"4811",4,"PM",2014-09-07,0.662,"kwh","Sunday"
"4812",4,"AM",2014-01-15,0.444,"kwh","Wednesday"
"4813",5,"PM",2014-06-17,1.966,"kwh","Tuesday"
"4814",1,"AM",2014-08-01,0.266,"kwh","Friday"
"4815",1,"PM",2014-11-17,0.164,"kwh","Monday"
"4816",6,"PM",2014-10-27,0.966,"kwh","Monday"
"4817",8,"PM",2014-09-22,0.963,"kwh","Monday"
"4818",8,"AM",2014-06-17,0.713,"kwh","Tuesday"
"4819",9,"AM",2014-09-13,0.68,"kwh","Saturday"
"4820",10,"PM",2014-12-03,0.512,"kwh","Wednesday"
"4821",7,"PM",2014-08-19,2.506,"kwh","Tuesday"
"4822",9,"PM",2014-04-02,0.178,"kwh","Wednesday"
"4823",1,"AM",2014-08-12,0.223,"kwh","Tuesday"
"4824",4,"AM",2014-10-30,0.136,"kwh","Thursday"
"4825",10,"AM",2014-11-12,0.158,"kwh","Wednesday"
"4826",1,"AM",2014-10-28,0.142,"kwh","Tuesday"
"4827",6,"PM",2014-05-05,1.243,"kwh","Monday"
"4828",9,"PM",2014-10-19,0.331,"kwh","Sunday"
"4829",9,"AM",2014-10-24,0.198,"kwh","Friday"
"4830",11,"AM",2014-08-26,0.534,"kwh","Tuesday"
"4831",9,"AM",2014-07-21,0.706,"kwh","Monday"
"4832",7,"PM",2014-11-01,0.842,"kwh","Saturday"
"4833",7,"PM",2014-09-10,1.424,"kwh","Wednesday"
"4834",5,"PM",2014-04-26,0.275,"kwh","Saturday"
"4835",4,"AM",2014-07-08,0.509,"kwh","Tuesday"
"4836",8,"AM",2014-07-06,3.65,"kwh","Sunday"
"4837",3,"AM",2014-12-09,0.238,"kwh","Tuesday"
"4838",6,"PM",2014-01-01,2.856,"kwh","Wednesday"
"4839",7,"AM",2014-10-25,0.821,"kwh","Saturday"
"4840",8,"PM",2014-04-21,0.475,"kwh","Monday"
"4841",6,"PM",2014-03-01,1.57,"kwh","Saturday"
"4842",4,"PM",2014-08-25,0.47,"kwh","Monday"
"4843",8,"PM",2014-10-10,1.075,"kwh","Friday"
"4844",4,"PM",2014-12-06,1.109,"kwh","Saturday"
"4845",11,"PM",2014-02-19,0.588,"kwh","Wednesday"
"4846",1,"PM",2014-09-19,0.244,"kwh","Friday"
"4847",11,"AM",2014-04-12,0.148,"kwh","Saturday"
"4848",1,"AM",2014-04-29,0.071,"kwh","Tuesday"
"4849",8,"AM",2014-12-01,0.51,"kwh","Monday"
"4850",1,"AM",2014-08-21,0.264,"kwh","Thursday"
"4851",3,"AM",2014-08-27,0.252,"kwh","Wednesday"
"4852",12,"PM",2014-07-18,1.068,"kwh","Friday"
"4853",8,"AM",2014-11-02,0.597,"kwh","Sunday"
"4854",1,"AM",2014-09-03,0.168,"kwh","Wednesday"
"4855",1,"PM",2014-01-22,0.768,"kwh","Wednesday"
"4856",8,"PM",2014-04-26,0.502,"kwh","Saturday"
"4857",4,"PM",2014-01-21,0.696,"kwh","Tuesday"
"4858",8,"PM",2014-05-03,1.238,"kwh","Saturday"
"4859",6,"AM",2014-07-05,1.574,"kwh","Saturday"
"4860",10,"AM",2014-04-11,0.108,"kwh","Friday"
"4861",1,"PM",2014-07-12,1.325,"kwh","Saturday"
"4862",8,"PM",2014-12-26,1.654,"kwh","Friday"
"4863",6,"PM",2014-09-22,0.813,"kwh","Monday"
"4864",3,"PM",2014-09-06,0.58,"kwh","Saturday"
"4865",2,"AM",2014-01-23,0.332,"kwh","Thursday"
"4866",12,"PM",2014-06-04,0.882,"kwh","Wednesday"
"4867",12,"PM",2014-01-22,0.85,"kwh","Wednesday"
"4868",10,"PM",2014-09-14,0.305,"kwh","Sunday"
"4869",5,"PM",2014-02-25,1.607,"kwh","Tuesday"
"4870",9,"AM",2014-03-26,0.197,"kwh","Wednesday"
"4871",9,"AM",2014-06-30,0.551,"kwh","Monday"
"4872",10,"PM",2014-04-12,0.119,"kwh","Saturday"
"4873",8,"AM",2014-02-09,1.716,"kwh","Sunday"
"4874",11,"AM",2014-09-01,0.392,"kwh","Monday"
"4875",10,"AM",2014-04-27,0.205,"kwh","Sunday"
"4876",7,"PM",2014-07-10,4.363,"kwh","Thursday"
"4877",11,"PM",2014-06-07,1.602,"kwh","Saturday"
"4878",3,"PM",2014-11-13,0.153,"kwh","Thursday"
"4879",10,"PM",2014-06-27,1.474,"kwh","Friday"
"4880",10,"PM",2014-06-17,0.927,"kwh","Tuesday"
"4881",6,"AM",2014-03-11,1.046,"kwh","Tuesday"
"4882",12,"PM",2014-01-12,1.056,"kwh","Sunday"
"4883",10,"AM",2014-09-16,0.238,"kwh","Tuesday"
"4884",1,"AM",2014-11-16,0.147,"kwh","Sunday"
"4885",1,"AM",2014-11-13,0.092,"kwh","Thursday"
"4886",2,"AM",2014-04-25,0.049,"kwh","Friday"
"4887",2,"PM",2014-05-30,0.288,"kwh","Friday"
"4888",1,"AM",2014-12-25,0.233,"kwh","Thursday"
"4889",9,"PM",2014-08-31,0.799,"kwh","Sunday"
"4890",8,"AM",2014-07-28,1.027,"kwh","Monday"
"4891",9,"PM",2014-09-17,0.424,"kwh","Wednesday"
"4892",11,"PM",2014-08-17,0.552,"kwh","Sunday"
"4893",9,"PM",2014-10-15,0.338,"kwh","Wednesday"
"4894",4,"PM",2014-02-01,1.037,"kwh","Saturday"
"4895",10,"AM",2014-12-09,0.462,"kwh","Tuesday"
"4896",5,"PM",2014-04-07,0.316,"kwh","Monday"
"4897",6,"AM",2014-11-27,0.61,"kwh","Thursday"
"4898",8,"AM",2014-04-18,0.116,"kwh","Friday"
"4899",4,"PM",2014-09-17,0.249,"kwh","Wednesday"
"4900",4,"PM",2014-09-28,0.523,"kwh","Sunday"
"4901",3,"AM",2014-03-12,0.173,"kwh","Wednesday"
"4902",11,"AM",2014-01-09,1.05,"kwh","Thursday"
"4903",5,"AM",2014-07-12,0.749,"kwh","Saturday"
"4904",8,"PM",2014-03-11,1.05,"kwh","Tuesday"
"4905",10,"AM",2014-12-26,0.37,"kwh","Friday"
"4906",4,"AM",2014-01-05,0.522,"kwh","Sunday"
"4907",11,"PM",2014-11-13,0.234,"kwh","Thursday"
"4908",11,"AM",2014-10-18,0.31,"kwh","Saturday"
"4909",8,"AM",2014-10-19,0.811,"kwh","Sunday"
"4910",8,"AM",2014-11-22,0.614,"kwh","Saturday"
"4911",10,"AM",2014-12-23,0.374,"kwh","Tuesday"
"4912",10,"PM",2014-04-24,0.168,"kwh","Thursday"
"4913",4,"PM",2014-07-13,2.03,"kwh","Sunday"
"4914",7,"PM",2014-07-08,3.586,"kwh","Tuesday"
"4915",12,"AM",2014-04-07,0.073,"kwh","Monday"
"4916",4,"PM",2014-08-02,1.264,"kwh","Saturday"
"4917",5,"PM",2014-01-09,2.496,"kwh","Thursday"
"4918",5,"PM",2014-03-16,0.727,"kwh","Sunday"
"4919",1,"AM",2014-09-20,0.223,"kwh","Saturday"
"4920",3,"PM",2014-02-11,0.437,"kwh","Tuesday"
"4921",1,"AM",2014-04-21,0.05,"kwh","Monday"
"4922",9,"PM",2014-12-07,0.607,"kwh","Sunday"
"4923",9,"AM",2014-11-13,0.112,"kwh","Thursday"
"4924",7,"PM",2014-12-09,2,"kwh","Tuesday"
"4925",6,"PM",2014-08-31,1.793,"kwh","Sunday"
"4926",8,"AM",2014-01-28,0.712,"kwh","Tuesday"
"4927",1,"PM",2014-11-27,0.155,"kwh","Thursday"
"4928",11,"PM",2014-12-09,0.451,"kwh","Tuesday"
"4929",9,"PM",2014-03-25,0.557,"kwh","Tuesday"
"4930",3,"AM",2014-09-11,0.134,"kwh","Thursday"
"4931",8,"PM",2014-02-18,1.901,"kwh","Tuesday"
"4932",11,"AM",2014-03-02,0.451,"kwh","Sunday"
"4933",12,"AM",2014-05-04,0.589,"kwh","Sunday"
"4934",8,"AM",2014-09-09,0.272,"kwh","Tuesday"
"4935",2,"AM",2014-12-09,0.202,"kwh","Tuesday"
"4936",2,"PM",2014-02-21,0.514,"kwh","Friday"
"4937",11,"AM",2014-12-22,0.567,"kwh","Monday"
"4938",4,"PM",2014-06-14,1.814,"kwh","Saturday"
"4939",6,"PM",2014-01-11,4.032,"kwh","Saturday"
"4940",9,"AM",2014-08-03,1.123,"kwh","Sunday"
"4941",12,"AM",2014-12-30,0.323,"kwh","Tuesday"
"4942",5,"PM",2014-07-15,2.496,"kwh","Tuesday"
"4943",4,"AM",2014-07-18,0.557,"kwh","Friday"
"4944",7,"AM",2014-05-10,0.845,"kwh","Saturday"
"4945",2,"PM",2014-09-22,0.308,"kwh","Monday"
"4946",10,"PM",2014-01-09,1.03,"kwh","Thursday"
"4947",6,"PM",2014-11-18,0.58,"kwh","Tuesday"
"4948",6,"AM",2014-12-01,1.056,"kwh","Monday"
"4949",8,"AM",2014-09-29,0.308,"kwh","Monday"
"4950",3,"AM",2014-10-26,0.184,"kwh","Sunday"
"4951",5,"AM",2014-07-11,2.983,"kwh","Friday"
"4952",3,"AM",2014-06-09,0.353,"kwh","Monday"
"4953",12,"PM",2014-10-06,0.324,"kwh","Monday"
"4954",6,"PM",2014-12-18,1.34,"kwh","Thursday"
"4955",12,"AM",2014-12-09,0.3,"kwh","Tuesday"
"4956",11,"PM",2014-10-18,0.606,"kwh","Saturday"
"4957",8,"AM",2014-12-09,0.44,"kwh","Tuesday"
"4958",8,"AM",2014-08-31,1.872,"kwh","Sunday"
"4959",3,"PM",2014-01-24,0.904,"kwh","Friday"
"4960",2,"AM",2014-12-27,0.376,"kwh","Saturday"
"4961",12,"AM",2014-04-09,0.077,"kwh","Wednesday"
"4962",5,"PM",2014-10-05,0.437,"kwh","Sunday"
"4963",4,"AM",2014-12-27,0.274,"kwh","Saturday"
"4964",5,"PM",2014-12-12,1.687,"kwh","Friday"
"4965",11,"PM",2014-02-21,1.092,"kwh","Friday"
"4966",3,"PM",2014-06-03,0.619,"kwh","Tuesday"
"4967",8,"PM",2014-05-10,1.368,"kwh","Saturday"
"4968",7,"PM",2014-05-02,1.181,"kwh","Friday"
"4969",4,"PM",2014-03-15,0.67,"kwh","Saturday"
"4970",4,"PM",2014-07-23,1.027,"kwh","Wednesday"
"4971",6,"PM",2014-04-13,0.621,"kwh","Sunday"
"4972",8,"AM",2014-10-21,0.247,"kwh","Tuesday"
"4973",11,"PM",2014-03-09,0.344,"kwh","Sunday"
"4974",8,"AM",2014-12-24,0.374,"kwh","Wednesday"
"4975",3,"PM",2014-07-18,1.094,"kwh","Friday"
"4976",9,"PM",2014-11-07,0.216,"kwh","Friday"
"4977",3,"AM",2014-12-04,0.231,"kwh","Thursday"
"4978",9,"PM",2014-05-12,0.552,"kwh","Monday"
"4979",8,"PM",2014-08-18,1.824,"kwh","Monday"
"4980",4,"AM",2014-03-28,0.19,"kwh","Friday"
